term	Df	SumOfSqs	F	parOmegaSq	Pr(>F)	R2	test_var	ref_level	test_level	n	outcome_subset	dataset
wcrf_index_main	1	0.06376807583388455	1.2583875372446898	6.504268892761011e-4	0.218	0.00317139259508345	wcrf_index_main	low	mid	397	positive	ko_hum
kjonn	1	0.03279011284556787	0.6470740854279284	-8.897731450202508e-4	0.806	0.0016307583333905	wcrf_index_main	low	mid	397	positive	ko_hum
age_invitation	2	0.14953624926450715	1.4754604869289516	0.00238954334250773	0.088	0.00743692117744621	wcrf_index_main	low	mid	397	positive	ko_hum
senter	1	0.05262819169038479	1.0385551024532216	9.710669645992618e-5	0.339	0.00261737013759525	wcrf_index_main	low	mid	397	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.0317572071520793	0.6266909135219568	-9.412101984821724e-4	0.802	0.00157938859351812	wcrf_index_main	low	mid	397	positive	ko_hum
wcrf_index_main	1	0.32386823013607113	6.295813386049933	0.01516139954473738	0.001	0.01804612900494489	wcrf_index_main	low	high	344	positive	ko_hum
kjonn	1	0.06301664689040365	1.2250076176656692	6.536643552509921e-4	0.24	0.00351132477169956	wcrf_index_main	low	high	344	positive	ko_hum
age_invitation	2	0.12046463927590524	1.1708818864083617	9.925132782969818e-4	0.241	0.00671236082648112	wcrf_index_main	low	high	344	positive	ko_hum
senter	1	0.03876518860415601	0.7535731220819535	-7.168707387676506e-4	0.604	0.00216001919718307	wcrf_index_main	low	high	344	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.05855529356880495	1.138281457615273	4.018194576597963e-4	0.299	0.00326273553049988	wcrf_index_main	low	high	344	positive	ko_hum
first_round	1	0.06440198644921225	1.20696064479634	2.0011530832020948e-4	0.216	0.00115867814676952	first_round	No	Yes	1034	all	ko_hum
kjonn	1	0.10815468260583572	2.0269319729543795	9.921789870693085e-4	0.031	0.00194584785525212	first_round	No	Yes	1034	all	ko_hum
age_invitation	2	0.24056470859356693	2.2542172362051947	0.00242008110014772	0.005	0.00432808188224378	first_round	No	Yes	1034	all	ko_hum
senter	1	0.2573656794017367	4.823302253326192	0.00368396262159947	0.001	0.00463035388957217	first_round	No	Yes	1034	all	ko_hum
Total_Reads_QC_ATLAS	1	0.10030501585721652	1.8798210007202971	8.501673168866289e-4	0.049	0.0018046218182537	first_round	No	Yes	1034	all	ko_hum
first_round	1	0.09966860881367624	1.7738519253406406	0.00171671875383936	0.078	0.00389144377791317	first_round	No	Yes	450	negative	ko_hum
kjonn	1	0.08458911366043154	1.5054746315353962	0.00112201662354673	0.12	0.00330268259937735	first_round	No	Yes	450	negative	ko_hum
age_invitation	2	0.11988332903567668	1.0668116900463882	2.968526969600424e-4	0.329	0.00468070378832645	first_round	No	Yes	450	negative	ko_hum
senter	1	0.3218028510543931	5.727285789551574	0.01039587009023111	0.001	0.01256441438639309	first_round	No	Yes	450	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.09569278882276322	1.7030922746378496	0.00155998990619176	0.069	0.00373621255566681	first_round	No	Yes	450	negative	ko_hum
first_round	1	0.10179941004954784	2.003025161930523	0.00171456405999419	0.048	0.00341446589796167	first_round	No	Yes	584	positive	ko_hum
kjonn	1	0.05317483967202108	1.04627857659331	7.923785886642023e-5	0.339	0.00178354350581525	first_round	No	Yes	584	positive	ko_hum
age_invitation	2	0.21334337593934904	2.098893058072379	0.00374922281898435	0.014	0.00715577508107729	first_round	No	Yes	584	positive	ko_hum
senter	1	0.04782266160221482	0.940968070965264	-1.0109228888280692e-4	0.442	0.0016040254762876	first_round	No	Yes	584	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.05158669054770826	1.015029842879154	2.5735370001004123e-5	0.41	0.00173027521061389	first_round	No	Yes	584	positive	ko_hum
Tarmkreft_Familie	1	0.02735109430089011	0.5074564896787168	-5.339181887976359e-4	0.94	5.464453138164762e-4	Tarmkreft_Familie	No	Yes	923	all	ko_hum
kjonn	1	0.1129672593351998	2.095929626808392	0.00118594789964173	0.029	0.00225696379089305	Tarmkreft_Familie	No	Yes	923	all	ko_hum
age_invitation	2	0.2027399525012683	1.8807602994256656	0.00190483769016537	0.03	0.00405052520929985	Tarmkreft_Familie	No	Yes	923	all	ko_hum
senter	1	0.2174441266872051	4.034333398731776	0.0032766964347803	0.001	0.00434429872304131	Tarmkreft_Familie	No	Yes	923	all	ko_hum
Total_Reads_QC_ATLAS	1	0.10700500161870964	1.9853093226229217	0.00106636903496361	0.048	0.0021378443233829	Tarmkreft_Familie	No	Yes	923	all	ko_hum
Tarmkreft_Familie	1	0.04848404316874877	0.90683708784698	-1.122570727094257e-4	0.479	0.00108626293932511	Tarmkreft_Familie	No	Unknown	830	all	ko_hum
kjonn	1	0.11094587598790896	2.0751123155990703	0.00129364036976575	0.042	0.00248569189943932	Tarmkreft_Familie	No	Unknown	830	all	ko_hum
age_invitation	2	0.1691331114357908	1.5817181098026964	0.00139976828732634	0.066	0.00378935044930134	Tarmkreft_Familie	No	Unknown	830	all	ko_hum
senter	1	0.20137927961504687	3.766562925522299	0.00332213497598092	0.001	0.00451181118357749	Tarmkreft_Familie	No	Unknown	830	all	ko_hum
Total_Reads_QC_ATLAS	1	0.09151855129838538	1.7117470227172895	8.567918116822123e-4	0.085	0.00205043152424711	Tarmkreft_Familie	No	Unknown	830	all	ko_hum
Tarmkreft_Familie	1	0.02700604180006038	0.4727696564680949	-0.00132645651169408	0.956	0.00117736163680613	Tarmkreft_Familie	No	Yes	398	negative	ko_hum
kjonn	1	0.09198264843300664	1.6102546764406198	0.00153095578771794	0.102	0.00401009678940086	Tarmkreft_Familie	No	Yes	398	negative	ko_hum
age_invitation	2	0.11776311783891558	1.030784688432042	1.5467299935652197e-4	0.372	0.00513402808900003	Tarmkreft_Familie	No	Yes	398	negative	ko_hum
senter	1	0.26760614425416307	4.6847318768316955	0.00917319376222032	0.001	0.01166661928286562	Tarmkreft_Familie	No	Yes	398	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.09050104526603064	1.5843176277809483	0.00146598248335152	0.103	0.00394550447547783	Tarmkreft_Familie	No	Yes	398	negative	ko_hum
Tarmkreft_Familie	1	0.0338056574536445	0.5976281560636054	-0.00107414413144324	0.847	0.00158040343466835	Tarmkreft_Familie	No	Unknown	375	negative	ko_hum
kjonn	1	0.11600365581117345	2.050752925427716	0.00279417849121042	0.048	0.005423132986822	Tarmkreft_Familie	No	Unknown	375	negative	ko_hum
age_invitation	2	0.08299474555570541	0.7336049715559826	-0.00142279495438058	0.763	0.00387997722320654	Tarmkreft_Familie	No	Unknown	375	negative	ko_hum
senter	1	0.26028590677248786	4.601424679495932	0.00951244354810526	0.001	0.01216828105245623	Tarmkreft_Familie	No	Unknown	375	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.07979913521014126	1.410716833314114	0.00109404663984719	0.157	0.00373058348421725	Tarmkreft_Familie	No	Unknown	375	negative	ko_hum
Tarmkreft_Familie	1	0.0277835403097022	0.5418140693883879	-8.734974378057904e-4	0.908	0.00103027168135688	Tarmkreft_Familie	No	Yes	525	positive	ko_hum
kjonn	1	0.06093907825142963	1.1883888663625242	3.58707218888e-4	0.254	0.00225974825060414	Tarmkreft_Familie	No	Yes	525	positive	ko_hum
age_invitation	2	0.20009567373587345	1.9510589731429155	0.00361000246819987	0.019	0.00741996534329742	Tarmkreft_Familie	No	Yes	525	positive	ko_hum
senter	1	0.04711160545776494	0.9187357112865148	-1.5481308474038147e-4	0.426	0.00174699669031898	Tarmkreft_Familie	No	Yes	525	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.06202693322709507	1.209603410106752	3.990852580490318e-4	0.258	0.00230008818433317	Tarmkreft_Familie	No	Yes	525	positive	ko_hum
Tarmkreft_Familie	1	0.06804656940958864	1.343563312868402	7.545144821391453e-4	0.158	0.00294704834383141	Tarmkreft_Familie	No	Unknown	455	positive	ko_hum
kjonn	1	0.04125000695341185	0.8144715667379548	-4.0792113017631054e-4	0.582	0.00178650835346824	Tarmkreft_Familie	No	Unknown	455	positive	ko_hum
age_invitation	2	0.19121992690178757	1.88779596608449	0.00388723032388441	0.022	0.00828159852543673	Tarmkreft_Familie	No	Unknown	455	positive	ko_hum
senter	1	0.04101312972909454	0.8097944823381351	-4.182089303471482e-4	0.607	0.00177624936998571	Tarmkreft_Familie	No	Unknown	455	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.0462660223471012	0.9135115965031364	-1.901205422396348e-4	0.455	0.00200374839932016	Tarmkreft_Familie	No	Unknown	455	positive	ko_hum
Energi_kcal	1	0.10256456657964463	1.9397857439060515	0.00148950147881069	0.056	0.00307257535926008	Energi_kcal	low	mid	630	all	ko_hum
kjonn	1	0.05101105881373513	0.9647632507821144	-5.593447645556368e-5	0.408	0.00152816247937965	Energi_kcal	low	mid	630	all	ko_hum
age_invitation	2	0.1198721434277772	1.1335604617999322	4.2382176498184215e-4	0.266	0.00359106664650964	Energi_kcal	low	mid	630	all	ko_hum
senter	1	0.08871718996851286	1.6778927272772226	0.0010748636270502	0.046	0.00265774293140871	Energi_kcal	low	mid	630	all	ko_hum
Total_Reads_QC_ATLAS	1	0.0595499005168989	1.1262568733618523	2.00367580281973e-4	0.281	0.00178396460957625	Energi_kcal	low	mid	630	all	ko_hum
Energi_kcal	1	0.0885221007537993	1.6262489158624118	9.930587522149993e-4	0.088	0.00255681404947939	Energi_kcal	low	high	630	all	ko_hum
kjonn	1	0.06679794597660305	1.227152160887058	3.604290296097391e-4	0.201	0.00192934787239574	Energi_kcal	low	high	630	all	ko_hum
age_invitation	2	0.2454549713947074	2.2546396759938516	0.00396718188001682	0.008	0.0070895597148333	Energi_kcal	low	high	630	all	ko_hum
senter	1	0.19424512437691277	3.5684978128578355	0.00406042637554441	0.003	0.00561044822502641	Energi_kcal	low	high	630	all	ko_hum
Total_Reads_QC_ATLAS	1	0.08522808309412255	1.5657341675423315	8.971850782364512e-4	0.126	0.00246167181313641	Energi_kcal	low	high	630	all	ko_hum
Energi_kcal	1	0.06572499643455032	1.157959232697037	5.761613966602582e-4	0.283	0.00421538626704831	Energi_kcal	low	mid	274	negative	ko_hum
kjonn	1	0.05804823124576153	1.022708086103863	8.28693587566752e-5	0.375	0.00372302366061744	Energi_kcal	low	mid	274	negative	ko_hum
age_invitation	2	0.10489506214823584	0.924033566132138	-5.548071575847301e-4	0.486	0.00672762614603066	Energi_kcal	low	mid	274	negative	ko_hum
senter	1	0.10310692992106496	1.8165633767061065	0.00297130335476467	0.059	0.00661294119444471	Energi_kcal	low	mid	274	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.08825713563616944	1.5549360305111182	0.00202122037408735	0.111	0.00566052396671041	Energi_kcal	low	mid	274	negative	ko_hum
Energi_kcal	1	0.07479632402549896	1.324894641894535	0.00114268798834424	0.196	0.00461555242153232	Energi_kcal	low	high	284	negative	ko_hum
kjonn	1	0.04339565082359797	0.76868303364896	-8.151603054929452e-4	0.609	0.002677870922835	Energi_kcal	low	high	284	negative	ko_hum
age_invitation	2	0.10284754776622052	0.9108881134385992	-6.279425613217774e-4	0.538	0.00634654515881302	Energi_kcal	low	high	284	negative	ko_hum
senter	1	0.2604685665237394	4.613774977117942	0.01256467975988093	0.001	0.01607306694031984	Energi_kcal	low	high	284	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.06865138841532747	1.2160471501123504	7.601511324877528e-4	0.245	0.00423635902125214	Energi_kcal	low	high	284	negative	ko_hum
Energi_kcal	1	0.06040608026621541	1.214605225710227	6.024604902829452e-4	0.242	0.00343028232187212	Energi_kcal	low	mid	356	positive	ko_hum
kjonn	1	0.03572557786545261	0.7183461230336673	-7.917890095803942e-4	0.711	0.00202874971609552	Energi_kcal	low	mid	356	positive	ko_hum
age_invitation	2	0.09122138347121478	0.9171094082943032	-4.6589443804122e-4	0.506	0.00518019208859404	Energi_kcal	low	mid	356	positive	ko_hum
senter	1	0.02697660478174057	0.542427599927342	-0.00128696989318962	0.941	0.00153192145689829	Energi_kcal	low	mid	356	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.03412848224631659	0.6862327881439931	-8.821460684504334e-4	0.722	0.00193805538790013	Energi_kcal	low	mid	356	positive	ko_hum
Energi_kcal	1	0.05546301599020609	1.0550141788672525	1.589752398120635e-4	0.342	0.00303339972870107	Energi_kcal	low	high	346	positive	ko_hum
kjonn	1	0.04094671159698748	0.7788859033637531	-6.39466739152033e-4	0.614	0.00223946970124084	Energi_kcal	low	high	346	positive	ko_hum
age_invitation	2	0.25320309276724373	2.4082070568399483	0.00807420178559034	0.004	0.01384825868542846	Energi_kcal	low	high	346	positive	ko_hum
senter	1	0.05176414957214703	0.9846545626956882	-4.435294196416747e-5	0.424	0.00283110022895833	Energi_kcal	low	high	346	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.0566623155434236	1.077827183366991	2.2488347202247863e-4	0.328	0.00309899217574729	Energi_kcal	low	high	346	positive	ko_hum
ROKJOT_nonproc	1	0.04622802117647495	0.8400511817414867	-2.5395148809353e-4	0.549	0.0013276859001166701	ROKJOT_nonproc	low	mid	630	all	ko_hum
kjonn	1	0.07653389128634558	1.39076655634758	6.198798857448862e-4	0.169	0.00219808172091201	ROKJOT_nonproc	low	mid	630	all	ko_hum
age_invitation	2	0.187717317260379	1.705590572392607	0.00223496381902306	0.039	0.00539131091903981	ROKJOT_nonproc	low	mid	630	all	ko_hum
senter	1	0.14357031768222583	2.608946088597235	0.00254737697836778	0.016	0.0041233927304456	ROKJOT_nonproc	low	mid	630	all	ko_hum
Total_Reads_QC_ATLAS	1	0.07268359901984667	1.3207994133419327	5.089462598101e-4	0.175	0.00208749990011454	ROKJOT_nonproc	low	mid	630	all	ko_hum
ROKJOT_nonproc	1	0.08695890852740717	1.5882442461485782	9.328500039701956e-4	0.106	0.00249617462091898	ROKJOT_nonproc	low	high	630	all	ko_hum
kjonn	1	0.08824569054085174	1.6117464285415033	9.700841000918846e-4	0.104	0.00253311198201296	ROKJOT_nonproc	low	high	630	all	ko_hum
age_invitation	2	0.16639435191623164	1.5195388057296282	0.00164661373332418	0.082	0.00477638651808345	ROKJOT_nonproc	low	high	630	all	ko_hum
senter	1	0.2513486559499398	4.590709144697374	0.0056672376865257	0.001	0.0072150185255211	ROKJOT_nonproc	low	high	630	all	ko_hum
Total_Reads_QC_ATLAS	1	0.1093678393604094	1.9975278498709037	0.00158087441843074	0.048	0.00313942791577421	ROKJOT_nonproc	low	high	630	all	ko_hum
ROKJOT_nonproc	1	0.05881021207053827	1.0220688271111813	7.88110280151056e-5	0.359	0.00362894213644874	ROKJOT_nonproc	low	mid	280	negative	ko_hum
kjonn	1	0.06940349315301297	1.2061705670987497	7.357816806157005e-4	0.234	0.0042826109930978	ROKJOT_nonproc	low	mid	280	negative	ko_hum
age_invitation	2	0.09770475747429153	0.8490106000226294	-0.00107966012293937	0.636	0.00602896841971405	ROKJOT_nonproc	low	mid	280	negative	ko_hum
senter	1	0.17521482891146434	3.0450768390910103	0.00725088649662104	0.009	0.01081180382081982	ROKJOT_nonproc	low	mid	280	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.08882692980330908	1.543732504332124	0.00193813812726587	0.113	0.00548115330765976	ROKJOT_nonproc	low	mid	280	negative	ko_hum
ROKJOT_nonproc	1	0.0740941440443752	1.2587419239930764	9.434227043336436e-4	0.226	0.00455083928947525	ROKJOT_nonproc	low	high	274	negative	ko_hum
kjonn	1	0.04816310749477637	0.818214764140493	-6.638902237241298e-4	0.58	0.00295816308720942	ROKJOT_nonproc	low	high	274	negative	ko_hum
age_invitation	2	0.12663626298069097	1.075674571637818	5.520641928212384e-4	0.324	0.00777795989787939	ROKJOT_nonproc	low	high	274	negative	ko_hum
senter	1	0.21773892801192396	3.699038847250513	0.00975442075438685	0.005	0.01337345725799111	ROKJOT_nonproc	low	high	274	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.07909457556164412	1.343691320062394	0.00125277646593093	0.199	0.00485796423850616	ROKJOT_nonproc	low	high	274	negative	ko_hum
ROKJOT_nonproc	1	0.02781941976700253	0.5281969811192009	-0.00134982820543741	0.927	0.00151070501040452	ROKJOT_nonproc	low	mid	350	positive	ko_hum
kjonn	1	0.0448138769508013	0.8508644219005947	-4.26283291727289e-4	0.519	0.00243357154866072	ROKJOT_nonproc	low	mid	350	positive	ko_hum
age_invitation	2	0.1816509460723097	1.724469491751352	0.00412275816707108	0.04	0.00986436800891365	ROKJOT_nonproc	low	mid	350	positive	ko_hum
senter	1	0.03614556441094052	0.6862823941911971	-8.971401556300061e-4	0.757	0.0019628477415002	ROKJOT_nonproc	low	mid	350	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.05922846900648082	1.1245489225710807	3.5572747742011214e-4	0.294	0.00321634116153675	ROKJOT_nonproc	low	mid	350	positive	ko_hum
ROKJOT_nonproc	1	0.08359577234623927	1.6220777026610211	0.00174436116425659	0.086	0.00454144581780508	ROKJOT_nonproc	low	high	356	positive	ko_hum
kjonn	1	0.06609388169125907	1.282474086484469	7.92837445088306e-4	0.183	0.00359063352326065	ROKJOT_nonproc	low	high	356	positive	ko_hum
age_invitation	2	0.10611412239384777	1.0295099084651642	1.6575852217049248e-4	0.369	0.00576478359885955	ROKJOT_nonproc	low	high	356	positive	ko_hum
senter	1	0.08249467335238236	1.6007121709334096	0.00168455123736674	0.106	0.00448162722554507	ROKJOT_nonproc	low	high	356	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.08242350528179188	1.5993312381756128	0.00168068525561904	0.11	0.00447776093030701	ROKJOT_nonproc	low	high	356	positive	ko_hum
GRSAK_modified	1	0.07490271839731122	1.397870210253753	6.311414252098491e-4	0.164	0.00221032654071045	GRSAK_modified	low	mid	630	all	ko_hum
kjonn	1	0.06706344912490181	1.2515700328966106	3.99158121706035e-4	0.207	0.00197899521785148	GRSAK_modified	low	mid	630	all	ko_hum
age_invitation	2	0.15417987711727932	1.438689154775494	0.00139072716777694	0.112	0.00454973973879206	GRSAK_modified	low	mid	630	all	ko_hum
senter	1	0.12165317037737113	2.2703494144420246	0.00201236984379257	0.036	0.00358989949897901	GRSAK_modified	low	mid	630	all	ko_hum
Total_Reads_QC_ATLAS	1	0.07050801891183056	1.3158542350633062	5.011046968612578e-4	0.205	0.00208064204969265	GRSAK_modified	low	mid	630	all	ko_hum
GRSAK_modified	1	0.07817870834302454	1.454902980610593	7.215472168745802e-4	0.131	0.00228930471779713	GRSAK_modified	low	high	630	all	ko_hum
kjonn	1	0.1305219631793193	2.429009090704441	0.002263135000342	0.013	0.00382207064321778	GRSAK_modified	low	high	630	all	ko_hum
age_invitation	2	0.2311786282667541	2.151113023273547	0.00364102157435329	0.008	0.00676959667871221	GRSAK_modified	low	high	630	all	ko_hum
senter	1	0.14410622652126648	2.681811748160492	0.00266243497419393	0.01	0.00421985820987938	GRSAK_modified	low	high	630	all	ko_hum
Total_Reads_QC_ATLAS	1	0.08265068601023273	1.538126325881246	8.534397896236428e-4	0.088	0.00242025750262063	GRSAK_modified	low	high	630	all	ko_hum
GRSAK_modified	1	0.03600963765047638	0.6342138677763342	-0.00132227365194423	0.77	0.00227374007797139	GRSAK_modified	low	mid	277	negative	ko_hum
kjonn	1	0.06800308571478375	1.1976932517488974	7.131850537058903e-4	0.245	0.00429388773406284	GRSAK_modified	low	mid	277	negative	ko_hum
age_invitation	2	0.11747021149436244	1.034462466735735	2.487645754139335e-4	0.374	0.00741736782899771	GRSAK_modified	low	mid	277	negative	ko_hum
senter	1	0.1865472918432829	3.2855337404808314	0.00818350205923879	0.006	0.01177907031495742	GRSAK_modified	low	mid	277	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.08200623634658655	1.4443214574934995	0.00160147973171465	0.165	0.00517808226882732	GRSAK_modified	low	mid	277	negative	ko_hum
GRSAK_modified	1	0.04990406085994969	0.8648457165349362	-4.8292697540853926e-4	0.524	0.00306409894906496	GRSAK_modified	low	high	280	negative	ko_hum
